"GEO_ID","NAME","B25140_001E","B25140_001M","B25140_002E","B25140_002M","B25140_003E","B25140_003M","B25140_004E","B25140_004M","B25140_005E","B25140_005M","B25140_006E","B25140_006M","B25140_007E","B25140_007M","B25140_008E","B25140_008M","B25140_009E","B25140_009M","B25140_010E","B25140_010M","B25140_011E","B25140_011M","B25140_012E","B25140_012M","B25140_013E","B25140_013M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Owned Units with a Mortgage","Margin of Error!!Total:!!Owned Units with a Mortgage","Estimate!!Total:!!Owned Units with a Mortgage!!Over 30 Percent","Margin of Error!!Total:!!Owned Units with a Mortgage!!Over 30 Percent","Estimate!!Total:!!Owned Units with a Mortgage!!Over 50 Percent","Margin of Error!!Total:!!Owned Units with a Mortgage!!Over 50 Percent","Estimate!!Total:!!Owned Units with a Mortgage!!Not Calculated","Margin of Error!!Total:!!Owned Units with a Mortgage!!Not Calculated","Estimate!!Total:!!Owned Units without a Mortgage","Margin of Error!!Total:!!Owned Units without a Mortgage","Estimate!!Total:!!Owned Units without a Mortgage!!Over 30 Percent","Margin of Error!!Total:!!Owned Units without a Mortgage!!Over 30 Percent","Estimate!!Total:!!Owned Units without a Mortgage!!Over 50 Percent","Margin of Error!!Total:!!Owned Units without a Mortgage!!Over 50 Percent","Estimate!!Total:!!Owned Units without a Mortgage!!Not Calculated","Margin of Error!!Total:!!Owned Units without a Mortgage!!Not Calculated","Estimate!!Total:!!Rented","Margin of Error!!Total:!!Rented","Estimate!!Total:!!Rented!!Over 30 Percent","Margin of Error!!Total:!!Rented!!Over 30 Percent","Estimate!!Total:!!Rented!!Over 50 Percent","Margin of Error!!Total:!!Rented!!Over 50 Percent","Estimate!!Total:!!Rented!!Not Calculated","Margin of Error!!Total:!!Rented!!Not Calculated",
"0500000US39035","Cuyahoga County, Ohio","554173","1923","193821","2550","43529","1586","18207","935","1396","439","133435","2352","19558","1142","9610","859","1694","287","226917","2928","94986","2451","50553","1834","16340","1170",
"1400000US39035102102","Census Tract 1021.02; Cuyahoga County; Ohio","1192","151","317","101","98","70","43","33","0","13","181","87","34","34","22","29","8","16","694","157","280","113","180","101","13","20",
"1400000US39035102200","Census Tract 1022; Cuyahoga County; Ohio","1293","195","289","112","78","66","51","56","12","19","193","67","8","13","8","13","0","13","811","223","230","112","161","89","28","36",
"1400000US39035102300","Census Tract 1023; Cuyahoga County; Ohio","748","157","71","34","34","31","6","10","0","13","198","69","5","7","0","13","0","13","479","161","255","138","210","136","16","22",
"1400000US39035102401","Census Tract 1024.01; Cuyahoga County; Ohio","640","129","127","55","33","31","6","12","0","13","185","102","45","50","4","7","0","13","328","108","150","76","98","71","74","50",
"1400000US39035102402","Census Tract 1024.02; Cuyahoga County; Ohio","1080","190","325","180","142","164","23","31","0","13","185","78","41","44","41","44","0","13","570","126","284","132","189","118","61","67",
"1400000US39035102700","Census Tract 1027; Cuyahoga County; Ohio","1374","180","167","90","35","37","25","28","0","13","346","144","13","18","8","16","3","6","861","173","509","158","278","122","113","89",
"1400000US39035102800","Census Tract 1028; Cuyahoga County; Ohio","634","134","31","22","0","13","0","13","3","4","112","54","4","6","4","6","4","6","491","128","222","100","135","95","68","51",
"1400000US39035102900","Census Tract 1029; Cuyahoga County; Ohio","667","78","106","46","45","28","5","8","0","13","180","64","17","19","17","19","0","13","381","80","188","71","136","59","25","25",
"1400000US39035103300","Census Tract 1033; Cuyahoga County; Ohio","1302","240","101","72","27","43","27","43","0","13","20","22","0","13","0","13","0","13","1181","252","229","108","124","93","207","154",
"1400000US39035103500","Census Tract 1035; Cuyahoga County; Ohio","761","99","205","47","47","31","7","10","0","13","138","57","25","26","16","23","0","13","418","96","157","63","64","41","0","13",
"1400000US39035103602","Census Tract 1036.02; Cuyahoga County; Ohio","2224","270","447","177","126","110","76","98","0","13","123","73","16","26","0","13","0","13","1654","251","728","172","286","145","64","80",
"1400000US39035103800","Census Tract 1038; Cuyahoga County; Ohio","629","114","143","62","23","17","7","12","0","13","170","63","75","53","5","9","0","13","316","86","159","76","98","65","26","24",
"1400000US39035104400","Census Tract 1044; Cuyahoga County; Ohio","734","88","174","54","46","38","19","17","0","13","121","44","32","32","4","8","6","9","439","86","161","71","77","51","47","41",
"1400000US39035104800","Census Tract 1048; Cuyahoga County; Ohio","734","105","94","56","22","21","0","13","12","14","134","58","15","13","5","8","0","13","506","101","191","80","68","46","2","5",
"1400000US39035105100","Census Tract 1051; Cuyahoga County; Ohio","1534","360","242","108","164","103","109","71","0","13","536","264","49","48","0","13","57","72","756","265","378","262","287","251","96","90",
"1400000US39035105300","Census Tract 1053; Cuyahoga County; Ohio","1185","191","236","123","63","51","36","38","0","13","296","129","84","71","10","15","26","40","653","169","472","156","245","134","23","36",
"1400000US39035105400","Census Tract 1054; Cuyahoga County; Ohio","1351","232","364","172","126","90","70","57","0","13","170","88","45","42","14","21","0","13","817","247","542","235","353","200","32","32",
"1400000US39035105500","Census Tract 1055; Cuyahoga County; Ohio","796","138","51","33","13","17","13","17","0","13","146","48","0","13","0","13","0","13","599","146","319","154","98","62","29","28",
"1400000US39035105602","Census Tract 1056.02; Cuyahoga County; Ohio","879","195","241","177","116","147","0","13","0","13","183","66","31","28","8","12","19","27","455","102","235","90","68","37","12","13",
"1400000US39035105700","Census Tract 1057; Cuyahoga County; Ohio","2129","297","436","151","113","139","19","45","35","49","276","121","0","13","0","13","0","13","1417","289","423","181","193","132","240","218",
"1400000US39035105900","Census Tract 1059; Cuyahoga County; Ohio","1207","175","592","159","105","64","65","55","11","17","317","79","74","54","43","48","0","13","298","122","41","37","0","13","25","27",
"1400000US39035106100","Census Tract 1061; Cuyahoga County; Ohio","1686","176","765","150","221","81","59","40","12","20","493","127","72","61","0","13","0","13","428","146","230","140","27","29","0","13",
"1400000US39035106200","Census Tract 1062; Cuyahoga County; Ohio","1667","181","264","110","66","71","51","66","0","13","473","132","44","49","39","52","8","14","930","206","458","210","230","139","84","86",
"1400000US39035106500","Census Tract 1065; Cuyahoga County; Ohio","1060","151","412","129","120","72","33","40","0","13","210","88","24","29","24","29","14","26","438","165","160","89","125","78","0","13",
"1400000US39035106600","Census Tract 1066; Cuyahoga County; Ohio","1294","142","406","123","50","42","42","41","0","13","296","79","31","34","7","12","13","15","592","141","239","112","149","87","52","64",
"1400000US39035106800","Census Tract 1068; Cuyahoga County; Ohio","1253","221","242","152","41","30","7","12","0","13","316","117","44","48","0","13","49","54","695","175","194","76","127","70","55","68",
"1400000US39035106900","Census Tract 1069; Cuyahoga County; Ohio","1634","187","557","138","108","57","25","29","0","13","385","135","36","32","29","30","0","13","692","137","381","111","172","109","8","12",
"1400000US39035107000","Census Tract 1070; Cuyahoga County; Ohio","769","76","416","89","66","40","33","22","0","13","282","66","47","37","21","26","4","7","71","48","21","26","6","9","0","13",
"1400000US39035107101","Census Tract 1071.01; Cuyahoga County; Ohio","1782","157","109","85","0","13","0","13","0","13","76","85","0","13","0","13","0","13","1597","179","418","136","204","96","0","13",
"1400000US39035107701","Census Tract 1077.01; Cuyahoga County; Ohio","3380","304","59","65","39","62","39","62","12","20","30","37","0","18","0","18","30","37","3291","316","1178","288","644","229","114","106",
"1400000US39035107802","Census Tract 1078.02; Cuyahoga County; Ohio","1982","258","45","42","12","21","0","13","0","13","50","51","0","13","0","13","0","13","1887","264","696","220","379","206","433","172",
"1400000US39035108201","Census Tract 1082.01; Cuyahoga County; Ohio","894","196","3","7","0","13","0","13","0","13","73","43","0","13","0","13","0","13","818","192","403","128","245","118","25","38",
"1400000US39035108301","Census Tract 1083.01; Cuyahoga County; Ohio","770","88","65","29","6","9","0","13","0","13","115","38","22","18","0","13","0","13","590","88","304","99","158","71","69","52",
"1400000US39035108400","Census Tract 1084; Cuyahoga County; Ohio","538","104","81","53","46","50","46","50","0","13","136","69","14","15","5","9","0","13","321","79","197","78","80","76","27","34",
"1400000US39035108701","Census Tract 1087.01; Cuyahoga County; Ohio","1926","276","208","100","42","46","13","24","0","13","83","70","0","13","0","13","0","13","1635","296","758","285","569","278","281","146",
"1400000US39035109301","Census Tract 1093.01; Cuyahoga County; Ohio","884","205","98","45","44","34","21","24","0","13","33","26","17","19","11","18","0","13","753","204","246","161","50","39","101","83",
"1400000US39035109701","Census Tract 1097.01; Cuyahoga County; Ohio","698","125","0","13","0","13","0","13","0","13","21","33","21","33","21","33","0","13","677","130","341","156","232","92","147","94",
"1400000US39035109801","Census Tract 1098.01; Cuyahoga County; Ohio","905","243","40","59","40","59","0","13","0","13","0","13","0","13","0","13","0","13","865","253","261","113","178","95","72","63",
"1400000US39035110901","Census Tract 1109.01; Cuyahoga County; Ohio","1154","282","89","71","0","13","0","13","28","49","558","286","24","26","14","22","21","26","507","166","169","107","72","75","153","93",
"1400000US39035111202","Census Tract 1112.02; Cuyahoga County; Ohio","427","124","25","27","0","13","0","13","0","13","63","46","23","19","16","17","0","13","339","116","132","75","31","25","9","15",
"1400000US39035111401","Census Tract 1114.01; Cuyahoga County; Ohio","444","100","13","21","13","21","13","21","0","13","119","50","58","50","45","45","0","13","312","99","198","99","162","96","5","9",
"1400000US39035111700","Census Tract 1117; Cuyahoga County; Ohio","340","87","25","29","1","4","0","13","0","13","112","51","61","52","33","51","0","13","203","87","156","87","112","59","33","25",
"1400000US39035112100","Census Tract 1121; Cuyahoga County; Ohio","887","208","164","150","20","25","20","25","90","139","27","30","0","13","0","13","8","13","696","169","246","80","70","46","248","121",
"1400000US39035112200","Census Tract 1122; Cuyahoga County; Ohio","310","80","70","69","57","69","0","13","13","19","123","84","11","22","0","13","0","13","117","65","112","65","0","13","0","13",
"1400000US39035112301","Census Tract 1123.01; Cuyahoga County; Ohio","815","258","88","58","46","42","35","39","0","13","75","45","9","13","9","13","0","13","652","251","173","65","87","48","213","176",
"1400000US39035114501","Census Tract 1145.01; Cuyahoga County; Ohio","371","67","68","56","12","19","0","13","0","13","161","73","52","47","26","39","13","20","142","55","69","45","52","41","0","13",
"1400000US39035114600","Census Tract 1146; Cuyahoga County; Ohio","566","201","70","40","57","41","11","16","0","13","10","10","0","13","0","13","0","13","486","202","275","117","147","71","0","13",
"1400000US39035114800","Census Tract 1148; Cuyahoga County; Ohio","886","143","10","17","0","13","0","13","0","13","17","20","0","13","0","13","0","13","859","146","382","142","253","124","92","62",
"1400000US39035115400","Census Tract 1154; Cuyahoga County; Ohio","913","129","168","65","50","38","34","35","0","13","105","80","15","20","7","11","0","13","640","106","363","92","140","69","18","19",
"1400000US39035115700","Census Tract 1157; Cuyahoga County; Ohio","781","246","29","26","13","16","0","13","0","13","267","140","9","15","9","15","0","13","485","228","226","73","143","66","12","14",
"1400000US39035115800","Census Tract 1158; Cuyahoga County; Ohio","1053","196","268","108","170","102","31","50","0","13","162","64","30","35","0","13","0","13","623","171","171","82","91","71","164","117",
"1400000US39035115900","Census Tract 1159; Cuyahoga County; Ohio","1486","201","512","138","119","73","102","68","20","31","366","194","67","75","67","75","0","13","608","194","255","136","66","93","22","27",
"1400000US39035116300","Census Tract 1163; Cuyahoga County; Ohio","587","139","93","54","52","51","19","25","0","13","268","111","0","13","0","13","90","95","226","101","96","64","44","33","16","21",
"1400000US39035116400","Census Tract 1164; Cuyahoga County; Ohio","940","150","211","125","157","126","82","92","0","13","323","153","138","137","46","71","0","13","406","155","217","118","199","112","70","78",
"1400000US39035116500","Census Tract 1165; Cuyahoga County; Ohio","1240","280","168","108","73","77","16","26","0","13","187","97","21","33","21","33","0","13","885","290","632","300","379","200","0","13",
"1400000US39035116600","Census Tract 1166; Cuyahoga County; Ohio","853","192","96","53","24","24","24","24","0","13","299","152","78","55","29","27","0","13","458","145","206","123","88","92","19","23",
"1400000US39035116700","Census Tract 1167; Cuyahoga County; Ohio","554","109","86","49","56","40","32","30","0","13","130","62","5","9","5","9","0","13","338","113","241","114","155","69","11","18",
"1400000US39035116800","Census Tract 1168; Cuyahoga County; Ohio","761","159","123","98","27","45","27","45","0","13","172","60","63","47","27","27","11","17","466","158","262","160","254","160","43","61",
"1400000US39035116900","Census Tract 1169; Cuyahoga County; Ohio","704","306","87","53","57","46","35","43","0","13","182","90","59","73","59","73","0","13","435","291","252","277","63","41","39","34",
"1400000US39035117101","Census Tract 1171.01; Cuyahoga County; Ohio","1231","251","377","105","48","49","29","44","0","13","179","118","11","17","0","13","21","33","675","264","300","150","143","119","110","98",
"1400000US39035117102","Census Tract 1171.02; Cuyahoga County; Ohio","404","98","39","31","7","10","7","10","0","13","149","82","22","28","17","23","0","13","216","91","137","85","98","67","0","13",
"1400000US39035117201","Census Tract 1172.01; Cuyahoga County; Ohio","2079","355","154","76","42","69","42","69","0","13","322","219","44","51","23","38","0","13","1603","292","917","303","543","253","38","43",
"1400000US39035117203","Census Tract 1172.03; Cuyahoga County; Ohio","831","122","209","90","65","48","48","43","6","9","45","33","0","13","0","13","0","13","577","118","301","102","197","83","5","8",
"1400000US39035117300","Census Tract 1173; Cuyahoga County; Ohio","799","124","116","47","51","27","18","15","0","13","198","85","7","9","7","9","0","13","485","104","401","108","196","97","21","21",
"1400000US39035117400","Census Tract 1174; Cuyahoga County; Ohio","615","102","149","83","75","70","59","64","0","13","130","64","27","24","13","19","0","13","336","98","169","68","130","63","44","49",
"1400000US39035117500","Census Tract 1175; Cuyahoga County; Ohio","1156","225","119","92","0","13","0","13","0","13","252","129","29","48","0","13","0","13","785","228","452","177","266","154","14","22",
"1400000US39035117600","Census Tract 1176; Cuyahoga County; Ohio","1651","257","390","232","227","220","35","27","0","13","208","76","49","37","8","13","0","13","1053","213","482","175","196","139","0","13",
"1400000US39035117700","Census Tract 1177; Cuyahoga County; Ohio","2518","399","815","209","66","42","54","39","0","13","585","210","132","92","37","42","0","13","1118","417","735","385","221","175","116","97",
"1400000US39035117800","Census Tract 1178; Cuyahoga County; Ohio","913","116","275","69","152","69","46","44","0","13","123","47","25","26","0","13","6","9","515","123","309","96","170","81","55","56",
"1400000US39035117900","Census Tract 1179; Cuyahoga County; Ohio","1097","201","174","109","11","18","11","18","0","13","120","85","0","13","0","13","5","9","803","213","621","201","384","139","0","13",
"1400000US39035118101","Census Tract 1181.01; Cuyahoga County; Ohio","719","133","190","78","61","42","41","34","0","13","154","61","52","36","8","13","0","13","375","110","141","83","78","69","53","58",
"1400000US39035118200","Census Tract 1182; Cuyahoga County; Ohio","681","200","59","40","40","37","28","34","0","13","252","63","26","32","8","12","14","23","370","195","206","185","146","174","8","12",
"1400000US39035118301","Census Tract 1183.01; Cuyahoga County; Ohio","936","169","130","55","64","37","0","13","0","13","244","113","79","68","0","13","0","13","562","210","243","146","102","73","24","38",
"1400000US39035118602","Census Tract 1186.02; Cuyahoga County; Ohio","975","136","31","31","17","19","0","13","0","13","47","42","0","13","0","13","0","13","897","145","178","109","62","49","239","165",
"1400000US39035118800","Census Tract 1188; Cuyahoga County; Ohio","1560","185","76","45","37","34","10","16","0","13","169","86","0","13","0","13","0","13","1315","191","753","134","563","140","187","118",
"1400000US39035118900","Census Tract 1189; Cuyahoga County; Ohio","667","157","70","44","7","9","5","8","0","13","40","28","0","13","0","13","0","13","557","149","237","88","120","53","66","48",
"1400000US39035119401","Census Tract 1194.01; Cuyahoga County; Ohio","1286","353","290","217","54","38","0","13","0","13","303","191","116","166","116","166","0","13","693","234","379","215","101","69","0","13",
"1400000US39035119402","Census Tract 1194.02; Cuyahoga County; Ohio","654","109","126","70","94","66","67","58","0","13","142","87","38","63","0","13","7","11","386","100","176","76","155","75","0","13",
"1400000US39035119501","Census Tract 1195.01; Cuyahoga County; Ohio","1350","228","94","65","23","24","16","21","0","13","317","121","58","38","19","22","0","13","939","249","298","164","178","137","44","57",
"1400000US39035119502","Census Tract 1195.02; Cuyahoga County; Ohio","1219","196","182","94","87","59","87","59","0","13","69","43","0","13","0","13","0","13","968","235","394","121","136","76","35","43",
"1400000US39035119600","Census Tract 1196; Cuyahoga County; Ohio","1000","174","79","55","22","34","0","13","0","13","290","131","74","87","44","72","0","13","631","176","215","123","157","116","109","93",
"1400000US39035119701","Census Tract 1197.01; Cuyahoga County; Ohio","1011","203","263","100","127","54","72","40","0","13","204","70","0","13","0","13","0","13","544","200","427","194","252","154","0","13",
"1400000US39035119702","Census Tract 1197.02; Cuyahoga County; Ohio","770","132","113","68","27","29","11","19","0","13","106","65","33","31","33","31","0","13","551","144","399","142","239","128","47","61",
"1400000US39035119800","Census Tract 1198; Cuyahoga County; Ohio","1159","286","425","273","32","38","15","23","0","13","423","187","126","120","0","13","0","13","311","155","140","114","88","101","25","29",
"1400000US39035119900","Census Tract 1199; Cuyahoga County; Ohio","986","183","140","102","48","53","26","40","29","48","247","118","77","86","49","76","0","13","599","190","248","152","82","78","105","103",
"1400000US39035120200","Census Tract 1202; Cuyahoga County; Ohio","694","111","158","90","51","53","9","13","0","13","99","53","10","15","0","13","0","13","437","117","249","113","147","102","53","81",
"1400000US39035120400","Census Tract 1204; Cuyahoga County; Ohio","720","144","68","46","19","21","9","13","0","13","220","103","17","20","8","15","0","13","432","154","168","105","124","102","116","91",
"1400000US39035120500","Census Tract 1205; Cuyahoga County; Ohio","697","110","134","71","43","47","43","47","0","13","169","71","18","19","18","19","0","13","394","104","161","69","57","30","60","52",
"1400000US39035120600","Census Tract 1206; Cuyahoga County; Ohio","981","256","152","102","86","94","86","94","26","41","274","184","108","139","20","32","0","13","555","221","265","127","151","88","99","142",
"1400000US39035120701","Census Tract 1207.01; Cuyahoga County; Ohio","687","194","68","63","7","12","7","12","30","50","263","105","28","27","20","27","16","26","356","196","175","73","123","57","170","185",
"1400000US39035120702","Census Tract 1207.02; Cuyahoga County; Ohio","515","80","101","56","7","11","7","11","0","13","194","69","71","49","26","27","24","23","220","74","125","63","93","59","0","13",
"1400000US39035120801","Census Tract 1208.01; Cuyahoga County; Ohio","885","169","299","157","139","104","49","45","0","13","143","83","20","33","20","33","0","13","443","168","374","168","268","171","0","13",
"1400000US39035120802","Census Tract 1208.02; Cuyahoga County; Ohio","1067","386","149","100","13","22","13","22","0","13","566","370","395","368","395","368","22","29","352","130","152","73","114","71","0","13",
"1400000US39035121100","Census Tract 1211; Cuyahoga County; Ohio","720","116","105","55","40","38","21","23","0","13","302","85","13","19","0","13","0","13","313","103","142","68","103","63","27","35",
"1400000US39035121200","Census Tract 1212; Cuyahoga County; Ohio","632","246","97","57","16","22","4","7","0","13","294","235","164","230","13","20","0","13","241","95","112","86","15","24","80","62",
"1400000US39035121300","Census Tract 1213; Cuyahoga County; Ohio","934","201","65","41","38","32","0","13","0","13","344","193","7","10","0","13","9","13","525","116","293","99","118","82","66","72",
"1400000US39035121401","Census Tract 1214.01; Cuyahoga County; Ohio","612","92","102","51","30","31","5","8","0","13","186","62","47","37","27","23","20","23","324","103","108","64","79","60","79","61",
"1400000US39035121403","Census Tract 1214.03; Cuyahoga County; Ohio","959","202","221","98","72","40","0","13","0","13","328","124","50","51","42","49","0","13","410","188","165","107","112","88","22","31",
"1400000US39035121500","Census Tract 1215; Cuyahoga County; Ohio","1024","172","189","91","107","78","16","24","0","13","361","178","22","25","1","3","0","13","474","126","173","101","173","101","30","35",
"1400000US39035121700","Census Tract 1217; Cuyahoga County; Ohio","1616","266","681","152","215","126","90","74","0","13","346","97","43","36","24","27","0","13","589","280","221","216","211","214","53","47",
"1400000US39035121800","Census Tract 1218; Cuyahoga County; Ohio","848","192","274","103","44","44","30","42","29","26","276","74","46","42","30","39","0","13","298","171","81","75","70","72","105","154",
"1400000US39035121900","Census Tract 1219; Cuyahoga County; Ohio","524","96","131","58","89","50","78","50","0","13","182","94","18","30","0","13","0","13","211","79","60","51","28","21","45","42",
"1400000US39035122100","Census Tract 1221; Cuyahoga County; Ohio","1351","163","555","155","149","71","101","63","0","13","462","125","80","91","80","91","17","26","334","196","69","72","59","72","115","141",
"1400000US39035122200","Census Tract 1222; Cuyahoga County; Ohio","783","137","310","142","123","87","23","26","21","32","205","68","44","47","15","17","0","13","268","90","147","53","93","67","33","42",
"1400000US39035122300","Census Tract 1223; Cuyahoga County; Ohio","885","176","126","60","61","44","0","13","0","13","311","91","4","8","0","13","33","35","448","166","379","172","212","89","0","13",
"1400000US39035123100","Census Tract 1231; Cuyahoga County; Ohio","1268","185","643","134","152","69","66","38","0","13","303","175","6","11","0","13","7","11","322","102","158","106","67","52","15","18",
"1400000US39035123200","Census Tract 1232; Cuyahoga County; Ohio","1381","170","741","220","173","141","136","138","4","6","302","83","13","16","13","16","0","13","338","110","89","65","35","40","21","20",
"1400000US39035123400","Census Tract 1234; Cuyahoga County; Ohio","1591","162","642","103","67","39","7","12","0","13","402","105","28","26","0","13","0","13","547","133","187","95","52","50","64","96",
"1400000US39035123501","Census Tract 1235.01; Cuyahoga County; Ohio","1340","228","375","109","53","53","1","15","0","13","163","67","12","18","0","13","8","13","802","244","357","131","150","65","12","17",
"1400000US39035123502","Census Tract 1235.02; Cuyahoga County; Ohio","1375","250","288","100","26","33","22","30","0","13","197","99","0","13","0","13","7","11","890","242","548","212","343","183","5","10",
"1400000US39035123601","Census Tract 1236.01; Cuyahoga County; Ohio","1295","187","727","177","46","30","11","16","9","13","382","129","44","40","12","14","0","13","186","69","55","34","37","32","0","13",
"1400000US39035123602","Census Tract 1236.02; Cuyahoga County; Ohio","1459","266","507","134","211","111","73","58","0","13","292","71","34","25","10","15","9","14","660","251","343","254","257","247","0","13",
"1400000US39035123603","Census Tract 1236.03; Cuyahoga County; Ohio","1361","127","513","88","121","61","26","22","6","10","272","84","40","33","22","25","0","13","576","138","127","89","111","87","10","15",
"1400000US39035123700","Census Tract 1237; Cuyahoga County; Ohio","1029","111","388","116","83","51","5","8","0","13","313","90","58","41","24","28","0","13","328","143","56","54","24","32","91","106",
"1400000US39035123800","Census Tract 1238; Cuyahoga County; Ohio","924","85","160","49","26","19","26","19","0","13","115","46","11","11","5","7","0","13","649","97","250","99","130","87","114","63",
"1400000US39035123900","Census Tract 1239; Cuyahoga County; Ohio","1265","163","525","151","105","83","53","57","0","13","297","120","10","19","10","19","0","13","443","173","83","62","69","57","107","100",
"1400000US39035124100","Census Tract 1241; Cuyahoga County; Ohio","1945","261","914","213","341","169","146","126","0","18","323","88","50","57","48","57","0","18","708","204","218","94","69","57","85","89",
"1400000US39035124201","Census Tract 1242.01; Cuyahoga County; Ohio","1142","178","387","158","156","129","37","32","0","13","343","127","110","84","63","73","0","13","412","119","148","87","73","72","7","12",
"1400000US39035124202","Census Tract 1242.02; Cuyahoga County; Ohio","720","83","231","79","68","34","21","20","0","13","148","55","0","13","0","13","0","13","341","86","153","82","36","33","31","38",
"1400000US39035124300","Census Tract 1243; Cuyahoga County; Ohio","1629","204","770","244","231","176","27","26","0","13","268","79","24","25","7","11","0","13","591","153","297","121","148","98","11","18",
"1400000US39035124500","Census Tract 1245; Cuyahoga County; Ohio","1481","169","651","146","145","82","107","81","0","13","305","77","49","33","26","24","0","13","525","159","177","82","78","52","7","12",
"1400000US39035124600","Census Tract 1246; Cuyahoga County; Ohio","1630","204","309","113","121","72","48","37","0","13","615","201","81","74","13","21","20","33","706","171","387","152","168","100","24","29",
"1400000US39035126100","Census Tract 1261; Cuyahoga County; Ohio","1308","190","367","122","145","81","105","74","0","13","230","108","8","13","8","13","0","13","711","167","406","166","223","111","60","58",
"1400000US39035127501","Census Tract 1275.01; Cuyahoga County; Ohio","1027","206","171","102","47","50","29","45","0","13","509","195","31","35","31","35","0","13","347","168","191","152","56","63","56","67",
"1400000US39035130103","Census Tract 1301.03; Cuyahoga County; Ohio","1616","141","1072","132","156","52","104","44","0","13","509","122","54","50","54","50","21","23","35","33","11","18","11","18","9","14",
